# metrics table, written by src/reporting.py, subpart d3. two blocks with
# different columns, and the split is the content and not the layout.
# every value is a median with its interquartile range over the seed count in
# the same row, and every row states the evaluation budget and the
# cardinality it was computed at. no cell is one run.

block,objective_space
# hypervolume, igd and spread are computed on the (k, 2m) rows of one
# phi's image. each phi maps the same problem into a different space on a
# different scale, CONTEXT.md section 5 step 5, so these compare solvers
# under one fixed phi and never rank one phi against another; a ratio
# taken across two phi here is a ratio of volumes in two different spaces
# and means nothing. all three move with the cardinality, r-16, which is
# why every row states the one it was computed at.
problem,phi,solver,metric,n_seeds,n_evals,cardinality,reference_size,sampling_mode,include_singular_segments,hv_reference_rule,hv_reference_point,median,q1,q3,iqr
p0,ls,cw,check,hausdorff_a_to_b,5,20000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,ls,cw,check,hausdorff_b_to_a,5,5000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.0,0.0,0.0,0.0
p0,ls,cw,check,hausdorff_b_to_a,5,20000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.0,0.0,0.0,0.0
p0,ls,cw,check,hausdorff_symmetric,5,5000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,ls,cw,check,hausdorff_symmetric,5,20000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,ls,cw,check,overlap,5,5000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.1044776119402985,0.1044776119402985,0.1044776119402985,0.0
p0,ls,cw,check,overlap,5,20000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.11442786069651742,0.09950248756218906,0.11940298507462686,0.019900497512437804
p0,lu,cw,finding,coverage_a_in_b,5,5000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",0.1,0.1,0.1,0.0
p0,lu,cw,finding,coverage_a_in_b,5,20000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",0.11,0.095,0.115,0.020000000000000004
p0,lu,cw,finding,coverage_b_in_a,5,5000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",1.0,1.0,1.0,0.0
p0,lu,cw,finding,coverage_b_in_a,5,20000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",1.0,1.0,1.0,0.0
p0,lu,cw,finding,cross_a_under_b,5,5000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",0.01,0.01,0.015,0.004999999999999999
p0,lu,cw,finding,cross_a_under_b,5,20000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",0.015,0.01,0.015,0.004999999999999999
p0,lu,cw,finding,cross_b_under_a,5,5000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",1.0,1.0,1.0,0.0
p0,lu,cw,finding,cross_b_under_a,5,20000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",1.0,1.0,1.0,0.0
p0,lu,cw,finding,hausdorff_a_to_b,5,5000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",1.0,1.0,1.0,0.0
p0,lu,cw,finding,hausdorff_a_to_b,5,20000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",1.0,1.0,1.0,0.0
p0,lu,cw,finding,hausdorff_b_to_a,5,5000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",0.0,0.0,0.0,0.0
p0,lu,cw,finding,hausdorff_b_to_a,5,20000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",0.0,0.0,0.0,0.0
p0,lu,cw,finding,hausdorff_symmetric,5,5000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",1.0,1.0,1.0,0.0
p0,lu,cw,finding,hausdorff_symmetric,5,20000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",1.0,1.0,1.0,0.0
p0,lu,cw,finding,overlap,5,5000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",0.1044776119402985,0.1044776119402985,0.1044776119402985,0.0
p0,lu,cw,finding,overlap,5,20000,200,1,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",0.11442786069651742,0.09950248756218906,0.11940298507462686,0.019900497512437804
p0,lu,ls,check,coverage_a_in_b,5,5000,200,200,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_lu sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of lu in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,lu,ls,check,coverage_a_in_b,5,20000,200,200,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_lu sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of lu in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,lu,ls,check,coverage_b_in_a,5,5000,200,200,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_lu sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of lu in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,lu,ls,check,coverage_b_in_a,5,20000,200,200,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_lu sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of lu in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,lu,ls,check,cross_a_under_b,5,5000,200,200,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_lu sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of lu in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,lu,ls,check,cross_a_under_b,5,20000,200,200,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_lu sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of lu in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,lu,ls,check,cross_b_under_a,5,5000,200,200,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_lu sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of lu in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,lu,ls,check,cross_b_under_a,5,20000,200,200,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_lu sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of lu in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,lu,ls,check,hausdorff_a_to_b,5,5000,200,200,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_lu sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of lu in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.0,0.0,0.0,0.0
p0,lu,ls,check,hausdorff_a_to_b,5,20000,200,200,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_lu sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of lu in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.0,0.0,0.0,0.0
p0,lu,ls,check,hausdorff_b_to_a,5,5000,200,200,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_lu sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of lu in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.0,0.0,0.0,0.0
p0,lu,ls,check,hausdorff_b_to_a,5,20000,200,200,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_lu sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of lu in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.0,0.0,0.0,0.0
p0,lu,ls,check,hausdorff_symmetric,5,5000,200,200,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_lu sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of lu in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.0,0.0,0.0,0.0
p0,lu,ls,check,hausdorff_symmetric,5,20000,200,200,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_lu sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of lu in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.0,0.0,0.0,0.0
p0,lu,ls,check,overlap,5,5000,200,200,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_lu sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of lu in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,lu,ls,check,overlap,5,20000,200,200,0.1,2.0,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_lu sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of lu in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,ls,cw,check,coverage_a_in_b,5,5000,100,1,0.1,2.0,,"measured on nsga2's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.07,0.07,0.08,0.009999999999999995
p0,ls,cw,check,coverage_a_in_b,5,20000,100,1,0.1,2.0,,"measured on nsga2's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.08,0.08,0.08,0.0
p0,ls,cw,check,coverage_b_in_a,5,5000,100,1,0.1,2.0,,"measured on nsga2's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,ls,cw,check,coverage_b_in_a,5,20000,100,1,0.1,2.0,,"measured on nsga2's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,ls,cw,check,cross_a_under_b,5,5000,100,1,0.1,2.0,,"measured on nsga2's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.01,0.01,0.01,0.0
p0,ls,cw,check,cross_a_under_b,5,20000,100,1,0.1,2.0,,"measured on nsga2's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.01,0.01,0.01,0.0
p0,ls,cw,check,cross_b_under_a,5,5000,100,1,0.1,2.0,,"measured on nsga2's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,ls,cw,check,cross_b_under_a,5,20000,100,1,0.1,2.0,,"measured on nsga2's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
p0,ls,cw,check,hausdorff_a_to_b,5,5000,100,1,0.1,2.0,,"measured on nsga2's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.9999999220244199,0.99999569654599,1.000000002671873,4.306125882980183e-06
p0,ls,cw,check,hausdorff_a_to_b,5,20000,100,1,0.1,2.0,,"measured on nsga2's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.000000044766709,1.0000000026799838,1.0000001898473734,1.871673895870174e-07
